image_id,geometry,id,constellation,collection,providerName,providerProperties,sceneId,producer,acquisitionDate,start_datetime,end_datetime,cloudCoverage,resolution,deliveryTime,Cost,image_id,area
78,"POLYGON ((2.17187259 48.69041329, 2.1719068 48.55265419, 2.45159032 48.50742477, 2.4514284799999997 48.647079229999996, 2.17187259 48.69041329))",df88ac12-48a3-4e41-8973-f319c16ca617,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-09-10T11:38:43.56583265Z', 'processingDate': '2022-09-10T11:28:09.329Z', 'azimuthAngle': 180.18179070764782, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '16831c4a-e7d5-4d5b-b1eb-d07f26623fd5', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_01928303947260', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.59894846301442, 'lon': 2.3117314531683357}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '82e1acdd-62ad-45d9-bdf0-77fb0c772ad7', 'publicationDate': '2022-09-10T11:38:43.56583265Z', 'illuminationElevationAngle': 46.64686921859181, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-09-07T11:37:08.201721696Z', 'incidenceAngleAcrossTrack': -35.64196073186639, 'illuminationAzimuthAngle': 169.54298746686368, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -28.168036244699408, 'incidenceAngle': 38.975087197869016, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",df88ac12-48a3-4e41-8973-f319c16ca617,airbus,2022-09-10T11:19:37.104Z,,,100.0,0.3,HOURS,131400,64,318.07730247464553
79,"POLYGON ((2.1967929899999996 48.65214854, 2.1976160899999995 48.54503577, 2.4250561499999996 48.54787414999999, 2.4253435899999998 48.654045499999995, 2.1967929899999996 48.65214854))",76b6b1ac-43ad-48d0-b258-c86837800267,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-09-08T11:33:12.344207873Z', 'processingDate': '2022-09-08T10:59:12.384Z', 'azimuthAngle': 179.84238916146055, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '0a5b44ec-1f0e-4261-b7ea-c234dfae6a12', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_01925303920080', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.59957756314583, 'lon': 2.3110682891451084}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '67342fb3-c394-44b4-8892-d4ee2eb540fd', 'publicationDate': '2022-09-08T11:33:12.344207873Z', 'illuminationElevationAngle': 45.57234676080753, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-09-05T11:32:06.767297635Z', 'incidenceAngleAcrossTrack': 24.440209212678717, 'illuminationAzimuthAngle': 156.14774301959372, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -2.3296017913369806, 'incidenceAngle': 24.501688270985643, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",76b6b1ac-43ad-48d0-b258-c86837800267,airbus,2022-09-08T10:42:53.372Z,,,31.0,0.3,HOURS,54000,65,199.4239039700676
80,"POLYGON ((1.9853580299999996 48.94153299999999, 2.00546331 48.941550779999986, 2.10180065 48.942240989999995, 2.26732099 48.9414045, 2.2679354599999995 49.23728282999999, 2.22034728 49.23773249999999, 2.12268441 49.238067829999984, 1.98456284 49.23712525, 1.9853580299999996 48.94153299999999))",e5672b3c-0192-4bb9-8c49-c3b5d85d2f5b,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208301102379_FR1_PX_E002N49_0203_02786', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-30T12:02:41.208856128Z', 'processingDate': '2022-08-30T11:45:20.7Z', 'parentIdentifier': 'DS_PHR1B_202208301102379_FR1_PX_E002N49_0203_02786', 'azimuthAngle': 179.9715740247374, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '5ce2e736-06ed-4301-9edf-b604abd6811d', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.089675149274576, 'lon': 2.126249148799662}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '625e20c8-6fc9-477e-b3e0-773252b6fb6f', 'publicationDate': '2022-08-30T12:02:41.208856128Z', 'illuminationElevationAngle': 48.65884824447019, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-27T12:02:04.790680634Z', 'incidenceAngleAcrossTrack': -0.004657282016232306, 'illuminationAzimuthAngle': 161.0652560077561, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -14.63695261499972, 'incidenceAngle': 14.63695329347479, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202208301102379_FR1_PX_E002N49_0203_02786', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",e5672b3c-0192-4bb9-8c49-c3b5d85d2f5b,airbus,2022-08-30T11:02:37.930Z,,,62.78949656844022,0.5,HOURS,210620,66,679.3204887312518
81,"POLYGON ((2.1795153 48.91992771, 2.18207714 48.78809043999999, 2.4862159 48.752257119999996, 2.48761285 48.88115941, 2.1795153 48.91992771))",3a585865-1542-4a34-a6c8-e0c3aae91d23,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-08-29T08:33:12.272089817Z', 'processingDate': '2022-08-28T11:02:07.228Z', 'azimuthAngle': 181.038120959655, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '8132cbb8-3ba0-4c92-bfd6-d50188fba4d8', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_01909003771169', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.83614826421614, 'lon': 2.3335640732927216}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'd5f3b27c-6f9d-4d3b-9fed-da8a2004dc01', 'publicationDate': '2022-08-29T08:33:12.272089817Z', 'illuminationElevationAngle': 48.17653177965632, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-08-26T08:32:06.490749397Z', 'incidenceAngleAcrossTrack': 39.134710064536364, 'illuminationAzimuthAngle': 149.60163359175272, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 20.32710753768194, 'incidenceAngle': 40.42162371053038, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",3a585865-1542-4a34-a6c8-e0c3aae91d23,airbus,2022-08-28T10:32:13.248Z,,,15.0,0.3,HOURS,585000,67,325.63342770268423
82,"POLYGON ((2.17301347 48.87003910999999, 2.1727327299999994 48.83448127, 2.37893615 48.83599628, 2.3788410799999995 48.87183760999999, 2.17301347 48.87003910999999))",50a8bac4-7d9c-43c0-a8fe-06e2cb2a1dfd,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-08-26T15:38:11.822517981Z', 'processingDate': '2022-08-22T11:54:41.136Z', 'azimuthAngle': 179.3698504160896, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '445972df-3c07-4b6d-9da1-2555c56b9e2b', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_01919403688921', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.85320307682482, 'lon': 2.2758344378768016}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '9907cdb6-b8ad-4fb5-cf59-33f5bb6245aa', 'publicationDate': '2022-08-26T15:38:11.822517981Z', 'illuminationElevationAngle': 52.34067310320734, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-08-19T13:22:07.413390765Z', 'incidenceAngleAcrossTrack': -15.352736075986604, 'illuminationAzimuthAngle': 160.2214081953916, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 2.515400365750274, 'incidenceAngle': 15.537165750316671, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",50a8bac4-7d9c-43c0-a8fe-06e2cb2a1dfd,airbus,2022-08-22T11:05:23.890Z,,,25.3,0.3,HOURS,106200,68,60.02102030710763
84,"POLYGON ((2.21580279 49.17353941999999, 2.21695197 48.955109099999994, 2.5078437599999996 48.94670031999999, 2.5089400799999995 49.16412425999999, 2.21580279 49.17353941999999))",64196bf6-d34a-42f0-ad9f-31cc9bb7d24d,phr,phr,oneatlas,"{'commercialReference': 'SO22050080', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208251051354_FR1_PX_E002N49_0502_01991', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-26T02:37:54.54628419Z', 'processingDate': '2022-08-26T01:21:13.602', 'parentIdentifier': 'DS_PHR1B_202208251052124_FR1_PX_E002N49_0502_01995', 'azimuthAngle': 179.9809915482609, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '86e89c1f-4a52-4943-9938-472d864f5c85', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.060126384653145, 'lon': 2.3623714316469164}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '390af2e7-c4d6-4c25-be85-7b00915e3453', 'publicationDate': '2022-08-26T02:37:54.54628419Z', 'illuminationElevationAngle': 49.76809286194738, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-08-26T02:37:54.546300829Z', 'incidenceAngleAcrossTrack': 8.552776461694547, 'illuminationAzimuthAngle': 156.5561504070284, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 17.65525964906907, 'incidenceAngle': 19.3932629639312, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202208251052124_FR1_PX_E002N49_0502_01995', 'organisationName': 'AIRBUS DS GEO'}",64196bf6-d34a-42f0-ad9f-31cc9bb7d24d,airbus,2022-08-25T10:52:12.431Z,,,0.0,0.5,MINUTES,225250,69,517.2300898152945
86,"POLYGON ((2.21680751 48.9541923, 2.33729299 48.951549029999995, 2.50778821 48.94579689, 2.5088958899999994 49.16431444999999, 2.4311727299999997 49.16747957, 2.3733937199999997 49.16956155, 2.21572388 49.17363709, 2.21584073 49.1592992, 2.2157809499999996 49.139888279999994, 2.21674722 48.983305909999984, 2.21680751 48.9541923))",525d38c0-a030-493d-9a59-36b1674a9641,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208251052124_FR1_PX_E002N49_0502_01995', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-25T13:26:42.835652202Z', 'processingDate': '2022-08-25T12:54:24.341Z', 'parentIdentifier': 'DS_PHR1B_202208251052124_FR1_PX_E002N49_0502_01995', 'azimuthAngle': 179.9857407747429, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '5ceab817-da7e-4c92-99f0-efb4e1e0a171', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.05972276781071, 'lon': 2.3623098828899685}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'a72b03f4-a00b-4373-931e-d63534c86800', 'publicationDate': '2022-08-25T13:26:42.835652202Z', 'illuminationElevationAngle': 49.76829946426561, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-22T13:22:05.675101335Z', 'incidenceAngleAcrossTrack': 8.5543967004377, 'illuminationAzimuthAngle': 156.5561368360484, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 17.65374462382889, 'incidenceAngle': 19.39255065917076, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202208251052124_FR1_PX_E002N49_0502_01995', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",525d38c0-a030-493d-9a59-36b1674a9641,airbus,2022-08-25T10:52:12.431Z,,,0.0,0.5,HOURS,226560,70,520.0708871118959
87,"POLYGON ((2.21780497 49.16573459999999, 2.21849115 48.94909530999999, 2.50885237 48.955966599999996, 2.5094190599999995 49.1717319, 2.21780497 49.16573459999999))",81dbc336-5535-41b5-91fd-c91d894bd337,phr,phr,oneatlas,"{'commercialReference': 'SO22049879', 'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202208241058135_FR1_PX_E002N49_0502_01952', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-25T02:22:08.518024238Z', 'processingDate': '2022-08-25T01:02:39.746', 'parentIdentifier': 'DS_PHR1A_202208241058505_FR1_PX_E002N49_0502_01956', 'azimuthAngle': 179.9623365393539, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '0acdb2e7-79bf-4024-b80d-6815d59e846f', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.06042232317101, 'lon': 2.3636120144406836}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '846b9157-1db8-438d-a06f-46375c68e13e', 'publicationDate': '2022-08-25T02:22:08.518024238Z', 'illuminationElevationAngle': 50.46087938671617, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-08-25T02:22:08.518036266Z', 'incidenceAngleAcrossTrack': 5.8480751778448, 'illuminationAzimuthAngle': 158.5409164392221, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -18.81109008937221, 'incidenceAngle': 19.58092923714556, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1A_202208241058505_FR1_PX_E002N49_0502_01956', 'organisationName': 'AIRBUS DS GEO'}",81dbc336-5535-41b5-91fd-c91d894bd337,airbus,2022-08-24T10:58:50.556Z,,,7.42,0.5,MINUTES,220820,71,511.32930607675536
88,"POLYGON ((1.9877425899999999 49.16275053999999, 1.9884141400000002 48.94008452, 2.2664994299999996 48.942392019999986, 2.26729133 49.16445061999999, 1.9877425899999999 49.16275053999999))",5157d8d8-b7ad-4a43-be30-32ab24bdd70f,phr,phr,oneatlas,"{'commercialReference': 'SO22049879', 'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202208241058311_FR1_PX_E002N49_0202_02178', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-25T02:19:44.899102662Z', 'processingDate': '2022-08-25T01:22:46.025', 'parentIdentifier': 'DS_PHR1A_202208241059081_FR1_PX_E002N49_0202_02182', 'azimuthAngle': 179.9878695617106, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'b565a3a7-cd3c-4612-a023-e1cbddf33962', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.05226758178055, 'lon': 2.1275169565074186}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '14fd3123-75b4-4392-b846-22c2d695fac7', 'publicationDate': '2022-08-25T02:19:44.899102662Z', 'illuminationElevationAngle': 50.47545582666307, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-08-25T02:19:44.899110355Z', 'incidenceAngleAcrossTrack': 4.535053809384506, 'illuminationAzimuthAngle': 158.5562666428528, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -8.825434808007152, 'incidenceAngle': 9.890081084479569, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1A_202208241059081_FR1_PX_E002N49_0202_02182', 'organisationName': 'AIRBUS DS GEO'}",5157d8d8-b7ad-4a43-be30-32ab24bdd70f,airbus,2022-08-24T10:59:08.180Z,,,16.82,0.5,MINUTES,210930,72,503.9803902318374
89,"POLYGON ((2.22369547 48.91737308, 2.32477867 48.9174288, 2.5008978999999996 48.91553441999999, 2.50182051 49.16434794999999, 2.3727635599999997 49.16624881999999, 2.2227620099999994 49.16669098999999, 2.22369547 48.91737308))",e5d989f1-6200-4fec-bda7-4910149daf4a,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202208051055511_FR1_PX_E002N49_0501_02449', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-25T00:36:51.840034664Z', 'processingDate': '2022-08-05T13:10:13.443Z', 'parentIdentifier': 'DS_PHR1A_202208051055511_FR1_PX_E002N49_0501_02449', 'azimuthAngle': 180.0246756039951, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'c8e562e1-0a03-4643-9119-ae480a62619c', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.04109111126248, 'lon': 2.362291257976948}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'ec9bc950-d4db-41c1-842c-57992127fef3', 'publicationDate': '2022-08-25T00:36:51.840034664Z', 'illuminationElevationAngle': 55.68445744408078, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-16T13:27:20.770776996Z', 'incidenceAngleAcrossTrack': 4.696064065600062, 'illuminationAzimuthAngle': 153.2292876579678, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 7.905214436851501, 'incidenceAngle': 9.164746487421953, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202208051055511_FR1_PX_E002N49_0501_02449', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",e5d989f1-6200-4fec-bda7-4910149daf4a,airbus,2022-08-05T10:55:51.181Z,,,30.664506469662527,0.5,HOURS,291820,73,563.3465757824165
90,"POLYGON ((1.98242159 48.900516329999995, 2.11536597 48.90008063999999, 2.26962381 48.897320089999994, 2.27087689 49.16254266999999, 2.23632696 49.16333447999999, 2.2082276999999997 49.163630479999995, 2.15132677 49.16486628, 2.10827808 49.16548319999999, 1.9813794299999998 49.16623660999999, 1.98242159 48.900516329999995))",e609587e-3f98-4994-bb79-8bad48f180b8,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202208051056103_FR1_PX_E002N49_0201_02408', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-24T23:59:41.714187179Z', 'processingDate': '2022-08-05T11:33:35.71Z', 'parentIdentifier': 'DS_PHR1A_202208051056103_FR1_PX_E002N49_0201_02408', 'azimuthAngle': 179.9836875474938, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'c9cb2927-6e14-4ad6-b4a5-6f3d9e034a59', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.031747734740385, 'lon': 2.126128160920893}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'ab15e6b7-393e-41a2-8ec4-cf46c24cf8d7', 'publicationDate': '2022-08-24T23:59:41.714187179Z', 'illuminationElevationAngle': 55.69852031654967, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-16T12:02:06.394024622Z', 'incidenceAngleAcrossTrack': 3.389693112013184, 'illuminationAzimuthAngle': 153.2441610486684, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 18.68353007740923, 'incidenceAngle': 18.94780858891759, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202208051056103_FR1_PX_E002N49_0201_02408', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",e609587e-3f98-4994-bb79-8bad48f180b8,airbus,2022-08-05T10:56:10.305Z,,,36.00432200015038,0.5,HOURS,299890,74,622.4057705315549
91,"POLYGON ((2.20944936 48.80150370999999, 2.32390835 48.802683390000006, 2.48706263 48.80254470999999, 2.4871579500000003 48.91281948, 2.37207565 48.91298763999999, 2.20948768 48.91145458, 2.20944936 48.80150370999999))",95b2a957-76b2-4281-b12c-7c9a28d804c4,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208041103173_FR1_PX_E002N48_0521_01107', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-24T20:53:06.733268975Z', 'processingDate': '2022-08-04T17:07:04.736Z', 'parentIdentifier': 'DS_PHR1B_202208041103173_FR1_PX_E002N48_0521_01107', 'azimuthAngle': 179.9830669236649, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '8f5691ef-c890-429f-a402-c47557ba2b75', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.85730834910223, 'lon': 2.3483036537513895}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'd0191d8f-f636-4082-bcc5-2588bd3510b5', 'publicationDate': '2022-08-24T20:53:06.733268975Z', 'illuminationElevationAngle': 56.66525973459019, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-16T06:52:26.522342383Z', 'incidenceAngleAcrossTrack': -7.187433973383717, 'illuminationAzimuthAngle': 156.1854405453485, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 2.923284131562689, 'incidenceAngle': 7.747714174801926, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202208041103173_FR1_PX_E002N48_0521_01107', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",95b2a957-76b2-4281-b12c-7c9a28d804c4,airbus,2022-08-04T11:03:17.306Z,,,29.3,0.5,HOURS,249270,75,249.46002575784507
92,"POLYGON ((1.9879591099999998 48.90356488999999, 2.08850622 48.903777989999995, 2.26430544 48.90232757, 2.26487238 49.16228844, 2.1909727299999995 49.16324153, 1.98739318 49.16324783, 1.9879591099999998 48.90356488999999))",9956ee89-002f-45ea-aff9-a037ad0a6b8d,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208041102548_FR1_PX_E002N49_0201_02560', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-24T15:31:21.485777965Z', 'processingDate': '2022-08-04T11:55:39.164Z', 'parentIdentifier': 'DS_PHR1B_202208041102548_FR1_PX_E002N49_0201_02560', 'azimuthAngle': 180.0221437450713, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'f1409c98-2e0d-4d25-a323-df8b4fe5e932', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.032777598837775, 'lon': 2.126132777023357}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'c1c12932-c22e-4c4c-834b-c249fd30f363', 'publicationDate': '2022-08-24T15:31:21.485777965Z', 'illuminationElevationAngle': 56.37349196706167, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-15T12:12:04.254741466Z', 'incidenceAngleAcrossTrack': -2.215695415441502, 'illuminationAzimuthAngle': 155.5125440075284, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -7.910600027398167, 'incidenceAngle': 8.207518196943035, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202208041102548_FR1_PX_E002N49_0201_02560', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",9956ee89-002f-45ea-aff9-a037ad0a6b8d,airbus,2022-08-04T11:02:54.806Z,,,78.89694020805538,0.5,HOURS,285400,76,585.1262354174266
93,"POLYGON ((2.22160819 48.920551249999995, 2.2416823099999994 48.92067431, 2.33787748 48.920687810000004, 2.5032841200000004 48.91897380999999, 2.5037467499999995 49.16556240999999, 2.4146275299999997 49.16666402, 2.22105146 49.16703160000001, 2.22160819 48.920551249999995))",0ece7f27-531b-44d3-b370-e2aea21e12bf,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208041102439_FR1_PX_E002N49_0502_02334', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-24T15:26:35.94766002Z', 'processingDate': '2022-08-04T11:55:20.441Z', 'parentIdentifier': 'DS_PHR1B_202208041102439_FR1_PX_E002N49_0502_02334', 'azimuthAngle': 179.967128672744, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '6030cc28-5687-4182-b2ee-923a5673c036', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.042985907780555, 'lon': 2.362399103520685}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '8c440038-37e9-4179-9540-d7397b34d405', 'publicationDate': '2022-08-24T15:26:35.94766002Z', 'illuminationElevationAngle': 56.43161947497788, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-15T12:07:04.345430159Z', 'incidenceAngleAcrossTrack': -1.919043966041465, 'illuminationAzimuthAngle': 155.9076634795986, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -14.18243181314164, 'incidenceAngle': 14.30147491241189, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202208041102439_FR1_PX_E002N49_0502_02334', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",0ece7f27-531b-44d3-b370-e2aea21e12bf,airbus,2022-08-04T11:02:43.931Z,,,60.346047124202336,0.5,HOURS,288580,77,565.4036664033432
