image_id,id,constellation,collection,providerName,providerProperties,sceneId,producer,acquisitionDate,start_datetime,end_datetime,cloudCoverage,resolution,deliveryTime,cost,image_id,area,incidence_angle,geometry
74,e609587e-3f98-4994-bb79-8bad48f180b8,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202208051056103_FR1_PX_E002N49_0201_02408', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-24T23:59:41.714187179Z', 'processingDate': '2022-08-05T11:33:35.71Z', 'parentIdentifier': 'DS_PHR1A_202208051056103_FR1_PX_E002N49_0201_02408', 'azimuthAngle': 179.9836875474938, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'c9cb2927-6e14-4ad6-b4a5-6f3d9e034a59', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.031747734740385, 'lon': 2.126128160920893}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'ab15e6b7-393e-41a2-8ec4-cf46c24cf8d7', 'publicationDate': '2022-08-24T23:59:41.714187179Z', 'illuminationElevationAngle': 55.69852031654967, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-16T12:02:06.394024622Z', 'incidenceAngleAcrossTrack': 3.389693112013184, 'illuminationAzimuthAngle': 153.2441610486684, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 18.68353007740923, 'incidenceAngle': 18.94780858891759, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202208051056103_FR1_PX_E002N49_0201_02408', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",e609587e-3f98-4994-bb79-8bad48f180b8,airbus,2022-08-05 10:56:10.305000+00:00,,,36.00432200015038,0.5,HOURS,299890,74,622.4057705315549,18.94780858891759,"POLYGON ((1.98242159 48.90051633, 2.11536597 48.90008064, 2.26962381 48.89732009, 2.27087689 49.16254267, 2.23632696 49.16333447999999, 2.2082277 49.16363048, 2.15132677 49.16486628, 2.10827808 49.1654832, 1.98137943 49.16623661, 1.98242159 48.90051633))"
75,95b2a957-76b2-4281-b12c-7c9a28d804c4,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208041103173_FR1_PX_E002N48_0521_01107', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-24T20:53:06.733268975Z', 'processingDate': '2022-08-04T17:07:04.736Z', 'parentIdentifier': 'DS_PHR1B_202208041103173_FR1_PX_E002N48_0521_01107', 'azimuthAngle': 179.9830669236649, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '8f5691ef-c890-429f-a402-c47557ba2b75', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.85730834910223, 'lon': 2.3483036537513895}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'd0191d8f-f636-4082-bcc5-2588bd3510b5', 'publicationDate': '2022-08-24T20:53:06.733268975Z', 'illuminationElevationAngle': 56.66525973459019, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-16T06:52:26.522342383Z', 'incidenceAngleAcrossTrack': -7.187433973383717, 'illuminationAzimuthAngle': 156.1854405453485, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 2.923284131562689, 'incidenceAngle': 7.747714174801926, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202208041103173_FR1_PX_E002N48_0521_01107', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",95b2a957-76b2-4281-b12c-7c9a28d804c4,airbus,2022-08-04 11:03:17.306000+00:00,,,29.3,0.5,HOURS,249270,75,249.46002575784507,7.747714174801926,"POLYGON ((2.20944936 48.80150371, 2.32390835 48.80268339, 2.48706263 48.80254471, 2.48715795 48.91281948, 2.37207565 48.91298764, 2.20948768 48.91145458, 2.20944936 48.80150371))"
76,9956ee89-002f-45ea-aff9-a037ad0a6b8d,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208041102548_FR1_PX_E002N49_0201_02560', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-24T15:31:21.485777965Z', 'processingDate': '2022-08-04T11:55:39.164Z', 'parentIdentifier': 'DS_PHR1B_202208041102548_FR1_PX_E002N49_0201_02560', 'azimuthAngle': 180.0221437450713, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'f1409c98-2e0d-4d25-a323-df8b4fe5e932', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.032777598837775, 'lon': 2.126132777023357}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'c1c12932-c22e-4c4c-834b-c249fd30f363', 'publicationDate': '2022-08-24T15:31:21.485777965Z', 'illuminationElevationAngle': 56.37349196706167, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-15T12:12:04.254741466Z', 'incidenceAngleAcrossTrack': -2.215695415441502, 'illuminationAzimuthAngle': 155.5125440075284, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -7.910600027398167, 'incidenceAngle': 8.207518196943035, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202208041102548_FR1_PX_E002N49_0201_02560', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",9956ee89-002f-45ea-aff9-a037ad0a6b8d,airbus,2022-08-04 11:02:54.806000+00:00,,,78.89694020805538,0.5,HOURS,285400,76,585.1262354174266,8.207518196943035,"POLYGON ((1.98795911 48.90356489, 2.08850622 48.90377799, 2.26430544 48.90232757, 2.26487238 49.16228844, 2.19097273 49.16324153, 1.98739318 49.16324783, 1.98795911 48.90356489))"
77,0ece7f27-531b-44d3-b370-e2aea21e12bf,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208041102439_FR1_PX_E002N49_0502_02334', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-24T15:26:35.94766002Z', 'processingDate': '2022-08-04T11:55:20.441Z', 'parentIdentifier': 'DS_PHR1B_202208041102439_FR1_PX_E002N49_0502_02334', 'azimuthAngle': 179.967128672744, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '6030cc28-5687-4182-b2ee-923a5673c036', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.042985907780555, 'lon': 2.362399103520685}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '8c440038-37e9-4179-9540-d7397b34d405', 'publicationDate': '2022-08-24T15:26:35.94766002Z', 'illuminationElevationAngle': 56.43161947497788, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-15T12:07:04.345430159Z', 'incidenceAngleAcrossTrack': -1.919043966041465, 'illuminationAzimuthAngle': 155.9076634795986, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -14.18243181314164, 'incidenceAngle': 14.30147491241189, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202208041102439_FR1_PX_E002N49_0502_02334', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",0ece7f27-531b-44d3-b370-e2aea21e12bf,airbus,2022-08-04 11:02:43.931000+00:00,,,60.346047124202336,0.5,HOURS,288580,77,565.4036664033432,14.30147491241189,"POLYGON ((2.22160819 48.92055125, 2.24168231 48.92067431, 2.33787748 48.92068781, 2.50328412 48.91897381, 2.50374675 49.16556241, 2.41462753 49.16666402, 2.22105146 49.1670316, 2.22160819 48.92055125))"
78,368d9d36-c418-4974-b172-985180f38d70,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202208241059081_FR1_PX_E002N49_0202_02182', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-24T14:50:44.243054142Z', 'processingDate': '2022-08-24T11:41:55.271Z', 'parentIdentifier': 'DS_PHR1A_202208241059081_FR1_PX_E002N49_0202_02182', 'azimuthAngle': 179.9879327956924, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '0f2ca781-d5cc-4cf0-9328-f6ee4f29a0d0', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.052249210046874, 'lon': 2.126253437951886}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '7a3a95a1-60be-47f4-8593-1318661e1a43', 'publicationDate': '2022-08-24T14:50:44.243054142Z', 'illuminationElevationAngle': 50.47501648065587, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-21T13:17:13.194907197Z', 'incidenceAngleAcrossTrack': 4.542294685276013, 'illuminationAzimuthAngle': 158.5547384130978, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -8.824167826264949, 'incidenceAngle': 9.892179194975938, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202208241059081_FR1_PX_E002N49_0202_02182', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",368d9d36-c418-4974-b172-985180f38d70,airbus,2022-08-24 10:59:08.180000+00:00,,,16.932867417991012,0.5,HOURS,209470,78,503.9725875296779,9.892179194975938,"POLYGON ((1.98733592 48.93980648999999, 2.10224883 48.94154428, 2.26513981 48.94219159, 2.26592551 49.16445332, 2.19186665 49.16469293, 1.9866286 49.16264436, 1.98658136 49.1485594, 1.98733592 48.93980648999999))"
79,59169d44-6187-4205-88ba-5ad502d9c4df,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202208241058505_FR1_PX_E002N49_0502_01956', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-24T14:50:09.290927372Z', 'processingDate': '2022-08-24T11:41:44.696Z', 'parentIdentifier': 'DS_PHR1A_202208241058505_FR1_PX_E002N49_0502_01956', 'azimuthAngle': 179.9698967342649, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '252acbf4-f72c-4a69-b215-7f5dd60af7ad', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.06016921287429, 'lon': 2.362480413169197}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '7a3a95a1-60be-47f4-8593-1318661e1a43', 'publicationDate': '2022-08-24T14:50:09.290927372Z', 'illuminationElevationAngle': 50.46036393075742, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-08-21T13:17:13.194914862Z', 'incidenceAngleAcrossTrack': 5.851944136616651, 'illuminationAzimuthAngle': 158.5396174061276, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -18.81018684700962, 'incidenceAngle': 19.58107196008067, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202208241058505_FR1_PX_E002N49_0502_01956', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",59169d44-6187-4205-88ba-5ad502d9c4df,airbus,2022-08-24 10:58:50.556000+00:00,,,7.789157364684649,0.5,HOURS,220230,79,510.51182167519687,19.58107196008067,"POLYGON ((2.21753441 48.948809299999986, 2.23828841 48.94953782, 2.35191062 48.95285393, 2.507531 48.95575949, 2.50814745 49.17151213, 2.41653028 49.17025146, 2.21688262 49.16541602, 2.21681338 49.13618551, 2.21744701 48.97868104, 2.21753441 48.948809299999986))"
80,020055e1-e950-43db-a9f0-10253598c71d,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-08-24T06:41:30.845968819Z', 'processingDate': '2022-08-23T12:15:03.628Z', 'azimuthAngle': 177.94525274588673, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '9e7bb414-a207-4bdb-9782-06b680d1337e', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_01920903702978', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.853352260393855, 'lon': 2.276909696864202}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '725edcb4-4679-46c1-91ad-28d40ca718a5', 'publicationDate': '2022-08-24T06:41:30.845968819Z', 'illuminationElevationAngle': 52.86724424250068, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-08-20T12:22:04.035454285Z', 'incidenceAngleAcrossTrack': -42.03115597179776, 'illuminationAzimuthAngle': 167.8033731522693, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -1.3262019968236194, 'incidenceAngle': 42.03156428330529, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",020055e1-e950-43db-a9f0-10253598c71d,airbus,2022-08-23 11:24:05.557000+00:00,,,58.0,0.3,HOURS,185400,80,103.5417545428514,42.03156428330529,"POLYGON ((2.108619 48.87113676, 2.10830684 48.83387368, 2.44551255 48.83446218, 2.44453732 48.87258999, 2.108619 48.87113676))"
81,4d4cdae4-e6ce-4ea3-ba9e-f2cd7c2c00c3,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-08-21T16:05:20.757985389Z', 'processingDate': '2022-08-20T10:58:05.174Z', 'azimuthAngle': 181.98663992445717, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '13bd8198-cab4-4e08-8757-99e98ed5dadc', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_01916403661157', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.85375163969716, 'lon': 2.2742005998024104}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '2751f265-4fdc-4346-8a13-b893114a1407', 'publicationDate': '2022-08-21T16:05:20.757985389Z', 'illuminationElevationAngle': 50.19025701990855, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-08-17T13:37:08.230043522Z', 'incidenceAngleAcrossTrack': 43.83683439112455, 'illuminationAzimuthAngle': 146.02037590978023, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 19.475291345662786, 'incidenceAngle': 44.48977605418056, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",4d4cdae4-e6ce-4ea3-ba9e-f2cd7c2c00c3,airbus,2022-08-20 10:28:30.307000+00:00,,,40.0,0.3,HOURS,313200,81,174.92413039892108,44.48977605418056,"POLYGON ((2.09994209 48.90639886, 2.10165291 48.84375505, 2.44725691 48.80087888, 2.44845911 48.86181675, 2.09994209 48.90639886))"
82,0287b04a-78d1-4705-9bca-08fdf27188ba,pneo,pneo,oneatlas,"{'commercialReference': '000037536', 'qualified': False, 'lastUpdateDate': '2022-08-20T19:09:43Z', 'processingDate': '2022-08-20T17:06:26.391Z', 'azimuthAngle': 64.3308149680077, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '7636841e-eaed-4bd9-a2e7-8d705060b18d', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01810503432120', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_27', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.69263390616414, 'lon': 2.34435021182393}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.6', 'correlationId': 'PWOI_000037536_1_1_I_1', 'publicationDate': '2022-08-20T19:06:53.908895334Z', 'illuminationElevationAngle': 56.30242688245615, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-20T19:09:43Z', 'incidenceAngleAcrossTrack': 12.982830194064073, 'illuminationAzimuthAngle': 150.5077153298423, 'format': 'SAFIR', 'internalLine': '1_1', 'incidenceAngleAlongTrack': -6.06563332563643, 'internalReference': 'SAL22031399', 'incidenceAngle': 14.12899153601438, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",0287b04a-78d1-4705-9bca-08fdf27188ba,airbus,2022-08-03 10:50:14.172000+00:00,,,0.0,0.31,MINUTES,378414,82,235.13219987554228,14.12899153601438,"POLYGON ((2.24336617 48.76268989, 2.24378324 48.61989301, 2.44494549 48.62317886, 2.44533425 48.76535659, 2.24336617 48.76268989))"
83,957925db-ad58-4ac8-bd96-f2f8cebb0ae2,pneo,pneo,oneatlas,"{'commercialReference': '000037535', 'qualified': False, 'lastUpdateDate': '2022-08-20T17:01:27Z', 'processingDate': '2022-08-20T16:50:34.518Z', 'azimuthAngle': 139.43790326253722, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'e3b472c2-ab40-4209-a2b3-ee9b8b3e2cf5', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01810503432121', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_27', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.69232653544012, 'lon': 2.344214543810773}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.6', 'correlationId': 'PWOI_000037535_4_1_I_1', 'publicationDate': '2022-08-20T16:57:59.369919111Z', 'illuminationElevationAngle': 56.336242287674075, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-20T17:01:27Z', 'incidenceAngleAcrossTrack': 9.314034438559974, 'illuminationAzimuthAngle': 150.67582796928332, 'format': 'SAFIR', 'internalLine': '4_1', 'incidenceAngleAlongTrack': 10.682161091483852, 'internalReference': 'SAL22031398', 'incidenceAngle': 13.843230286884275, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",957925db-ad58-4ac8-bd96-f2f8cebb0ae2,airbus,2022-08-03 10:50:39.177000+00:00,,,0.0,0.31,MINUTES,373734,83,234.22754809085828,13.843230286884275,"POLYGON ((2.24463545 48.76613093999999, 2.24507234 48.62204777, 2.4433906 48.61850845, 2.44379363 48.76233961, 2.24463545 48.76613093999999))"
84,f05dabec-64af-4f56-bd24-36553cf10ff7,pneo,pneo,oneatlas,"{'commercialReference': '000037522', 'qualified': False, 'lastUpdateDate': '2022-08-20T03:27:58Z', 'processingDate': '2022-08-20T03:15:45.237Z', 'azimuthAngle': 205.11355871660706, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '00147220-7f92-457e-8fa9-1b98e5c76dbb', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01734203297165', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_26', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.86533825343743, 'lon': 2.3445324444407127}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.6', 'correlationId': 'PWOI_000037522_3_1_I_1', 'publicationDate': '2022-08-20T03:25:06.469081468Z', 'illuminationElevationAngle': 58.91504369825252, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-20T03:27:58Z', 'incidenceAngleAcrossTrack': -3.794986211289034, 'illuminationAzimuthAngle': 152.37617665306468, 'format': 'SAFIR', 'internalLine': '3_1', 'incidenceAngleAlongTrack': 8.087329568492102, 'internalReference': 'SAL22031387', 'incidenceAngle': 8.881669686155487, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",f05dabec-64af-4f56-bd24-36553cf10ff7,airbus,2022-07-24 10:58:01.174000+00:00,,,0.16629272461873676,0.3,MINUTES,402012,84,223.5016753614192,8.881669686155487,"POLYGON ((2.24716005 48.93500329, 2.24727455 48.79432311, 2.44170763 48.79547315, 2.44190484 48.93633857999998, 2.24716005 48.93500329))"
85,b159ac97-22f9-4bc1-ad18-6da3f29b507c,pneo,pneo,oneatlas,"{'commercialReference': '000037515', 'qualified': False, 'lastUpdateDate': '2022-08-20T02:38:47Z', 'processingDate': '2022-08-20T02:28:28.594Z', 'azimuthAngle': 4.292545620126182, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '54e20cda-69b3-467d-aa64-0c1418c26d04', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01734203297163', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_26', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.86575388467094, 'lon': 2.3445661987646575}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.6', 'correlationId': 'PWOI_000037515_4_1_I_1', 'publicationDate': '2022-08-20T02:35:54.332278187Z', 'illuminationElevationAngle': 58.883119275585415, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-20T02:38:47Z', 'incidenceAngleAcrossTrack': 0.6737752329825296, 'illuminationAzimuthAngle': 152.19710676540288, 'format': 'SAFIR', 'internalLine': '4_1', 'incidenceAngleAlongTrack': -8.562759169344009, 'internalReference': 'SAL22031381', 'incidenceAngle': 8.58728240751403, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",b159ac97-22f9-4bc1-ad18-6da3f29b507c,airbus,2022-07-24 10:57:36.181000+00:00,,,0.0,0.3,MINUTES,396810,85,220.61580285557056,8.58728240751403,"POLYGON ((2.24737068 48.93517243, 2.2476742 48.79604095, 2.44147843 48.79600351, 2.44176172 48.93548735999999, 2.24737068 48.93517243))"
86,9f251efe-f881-446d-9c01-e740bc0f8e8f,pneo,pneo,oneatlas,"{'commercialReference': '000037420', 'qualified': False, 'lastUpdateDate': '2022-08-19T14:47:15Z', 'processingDate': '2022-08-19T14:40:33.404Z', 'azimuthAngle': 108.85194058535134, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '069fe7e2-910d-42fb-826f-b3227689f2f6', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01810503432092', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_25', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.924047250700944, 'lon': 2.3616386585927773}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.6', 'correlationId': 'PWOI_000037420_4_1_I_1', 'publicationDate': '2022-08-19T14:45:14.325470507Z', 'illuminationElevationAngle': 56.12135005589149, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-19T14:47:15Z', 'incidenceAngleAcrossTrack': 11.077790256951841, 'illuminationAzimuthAngle': 150.78013855396574, 'format': 'SAFIR', 'internalLine': '4_1', 'incidenceAngleAlongTrack': 3.9974405924504, 'internalReference': 'SAL22031285', 'incidenceAngle': 11.697191162488048, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",9f251efe-f881-446d-9c01-e740bc0f8e8f,airbus,2022-08-03 10:50:25.758000+00:00,,,0.0,0.31,MINUTES,243270,86,135.25222055291502,11.697191162488048,"POLYGON ((2.26166385 48.966434409999984, 2.26189493 48.88322039, 2.46138133 48.88159770999999, 2.46161347 48.96457801, 2.26166385 48.966434409999984))"
87,a63894c3-3c53-49da-b633-c85ba6d0dde5,pneo,pneo,oneatlas,"{'commercialReference': '000036131', 'qualified': False, 'lastUpdateDate': '2022-08-12T18:06:03Z', 'processingDate': '2022-08-12T17:44:40.586Z', 'azimuthAngle': 340.85714629531475, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '676ab75e-8b02-4514-8262-8b152eb5be4d', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_00719400557346', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_21', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.84763409900975, 'lon': 2.1374746020259563}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.6', 'correlationId': 'PWOI_000036131_5_1_I_1', 'publicationDate': '2022-08-12T18:00:00.258725703Z', 'illuminationElevationAngle': 32.92897133737268, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-12T18:06:03Z', 'incidenceAngleAcrossTrack': -8.747436059602995, 'illuminationAzimuthAngle': 170.25485679506338, 'format': 'SAFIR', 'internalLine': '5_1', 'incidenceAngleAlongTrack': -21.046165587143538, 'internalReference': 'SAL22030226', 'incidenceAngle': 22.17875296249524, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",a63894c3-3c53-49da-b633-c85ba6d0dde5,airbus,2021-10-14 11:04:44.854000+00:00,,,0.0,0.33,MINUTES,892008,87,495.9048077614535,22.17875296249524,"POLYGON ((2.03349667 48.99740224, 2.03353663 48.7060024, 2.24136891 48.69807068, 2.24145253 48.99118346999998, 2.03349667 48.99740224))"
