image_id,id,constellation,collection,providerName,providerProperties,sceneId,producer,acquisitionDate,start_datetime,end_datetime,cloudCoverage,resolution,deliveryTime,image_id,geometry,area
10,c97c27fb-10b5-4e32-a0dc-a0f49c407150,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202104071719450_FR1_PX_W099N19_0211_01804', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-04-08T21:07:53Z', 'processingDate': '2021-04-08T19:48:58.740', 'parentIdentifier': 'DS_PHR1A_202104071719450_FR1_PX_W099N19_0211_01804', 'azimuthAngle': 180.0192423328753, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '85594c48-8d2e-4fd3-b8f8-b90b053dbd33', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': [-98.8374644014776, 19.453756473052888], 'processorName': 'DRS-MM V2.9vV2.9', 'workspaceName': 'public', 'correlationId': 'b99e9497-3b16-45a2-9363-3efb379dd327', 'publicationDate': '2021-04-07T20:11:43.413150038Z', 'productType': 'bundle', 'illuminationElevationAngle': 67.38321041466783, 'expirationDate': '2031-04-05T20:10:11.46617372Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': -6.816263242148169, 'illuminationAzimuthAngle': 120.1034122307527, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 12.7489731504479, 'incidenceAngle': 14.35348442862279, 'archiveIdentifier': 'DS_PHR1A_202104071719450_FR1_PX_W099N19_0211_01804', 'processingCenter': 'FCMUGC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",c97c27fb-10b5-4e32-a0dc-a0f49c407150,airbus,2021-04-07 17:19:45.055000+00:00,,,0.2685896742744288,0.5,MINUTES,10,"POLYGON ((-98.93500506 19.54529103, -98.93525409 19.35791144, -98.74087661 19.36021044, -98.73967472 19.54958685, -98.93500506 19.54529103))",426.63172634265743
11,50725e81-b27f-4c71-a118-6648ac6b0a3e,phr,phr,oneatlas,"{'commercialReference': 'SO22002841', 'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202201251716080_FR1_PX_W100N19_1211_01724', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-01-26T21:09:49.714134879Z', 'processingDate': '2022-01-26T19:53:36.125', 'parentIdentifier': 'DS_PHR1A_202201251716450_FR1_PX_W100N19_1211_01728', 'azimuthAngle': 180.0069447300681, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '8139ca91-633f-420f-9766-dfab516c4b78', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'IN_CLOUD', 'customerReference': 'C301000', 'geometryCentroid': [-99.0047432468411, 19.45267495349082], 'processorName': 'DRS-MM V2.9vV2.9', 'workspaceName': 'public', 'correlationId': 'c7034a25-aef3-4f4a-989b-fea1cbd27be6', 'publicationDate': '2022-01-26T21:09:49.714134879Z', 'productType': 'bundle', 'illuminationElevationAngle': 45.61116246899907, 'expirationDate': '2023-01-26T21:09:49.714139065Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': 2.515740673105999, 'illuminationAzimuthAngle': 147.9547622168128, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 15.99921672333926, 'incidenceAngle': 16.17624260253466, 'archiveIdentifier': 'DS_PHR1A_202201251716450_FR1_PX_W100N19_1211_01728', 'processingCenter': 'FCMUGC', 'organisationName': 'AIRBUS DS GEO'}",50725e81-b27f-4c71-a118-6648ac6b0a3e,airbus,2022-01-25 17:16:45.055000+00:00,,,17.35,0.5,MINUTES,11,"POLYGON ((-99.10281376 19.54558651, -99.10277754 19.3627961, -98.90681825 19.35974617, -98.90667274 19.54382275, -99.10281376 19.54558651))",418.013481950302
12,858fd835-d80d-46b2-9e9e-f54f857ef9ea,phr,phr,oneatlas,"{'commercialReference': 'SO22005280', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202202071715114_FR1_PX_W100N19_1011_01800', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-02-08T23:10:16.048738915Z', 'processingDate': '2022-02-08T22:09:36.220', 'parentIdentifier': 'DS_PHR1B_202202071715484_FR1_PX_W100N19_1011_01804', 'azimuthAngle': 180.0132841708628, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '06c34da4-63e4-40b9-9aad-229269315500', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'IN_CLOUD', 'customerReference': 'C301000', 'geometryCentroid': [-99.17286502795831, 19.454182160644777], 'processorName': 'DRS-MM V2.9vV2.9', 'workspaceName': 'public', 'correlationId': '9e739b7c-682d-4594-913e-3b73175a13a4', 'publicationDate': '2022-02-08T23:10:16.048738915Z', 'productType': 'bundle', 'illuminationElevationAngle': 48.22643424490408, 'expirationDate': '2023-02-08T23:10:16.048744388Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': 9.169590621188455, 'illuminationAzimuthAngle': 143.9664869643683, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -8.174606226679312, 'incidenceAngle': 12.19315607084713, 'archiveIdentifier': 'DS_PHR1B_202202071715484_FR1_PX_W100N19_1011_01804', 'processingCenter': 'FCMUGC', 'organisationName': 'AIRBUS DS GEO'}",858fd835-d80d-46b2-9e9e-f54f857ef9ea,airbus,2022-02-07 17:15:48.431000+00:00,,,1.78,0.5,MINUTES,12,"POLYGON ((-99.27054833 19.54388393, -99.26994572 19.36085165, -99.07546589 19.36505278, -99.07518173 19.54749617, -99.27054833 19.54388393))",414.036862855921
13,a22914d7-b510-4c4f-9162-edefa1465d69,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202009161731334_FR1_PX_W100N19_1110_00833', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2020-09-17T05:40:57Z', 'processingDate': '2020-09-16T19:01:08.022Z', 'parentIdentifier': 'DS_PHR1A_202009161731334_FR1_PX_W100N19_1110_00833', 'azimuthAngle': 180.0008429066031, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'cb8a46b6-eebc-4698-9a01-226b67983776', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'DS_PHR1A_202009161731334_FR1_PX_W100N19_1110_00833', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [-99.13269007403659, 19.413790703238266], 'processorName': 'MMCAT', 'workspaceName': 'public', 'correlationId': 'mmcat_ac2a7722-c1ac-4c35-95ca-ddd46792678e', 'publicationDate': '2020-09-16T19:05:27.829308121Z', 'productType': 'mono', 'illuminationElevationAngle': 67.50701153386657, 'expirationDate': '2021-09-16T19:05:27.829312701Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': -26.62108164387445, 'illuminationAzimuthAngle': 137.3830266528406, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -4.004582642188878, 'incidenceAngle': 26.84344389917454, 'archiveIdentifier': 'DS_PHR1A_202009161731334_FR1_PX_W100N19_1110_00833', 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",a22914d7-b510-4c4f-9162-edefa1465d69,airbus,2020-09-16 17:31:33.431000+00:00,,,60.298953,0.5,HOURS,13,"POLYGON ((-99.25087175 19.37213554, -99.16540088 19.3702076, -99.01576054 19.36499748, -99.01587833 19.45554221, -99.11332775 19.4586847, -99.24972364 19.46126696, -99.25087175 19.37213554))",245.06674071834234
14,7658fb24-00ca-4449-a4ee-d314f4f369b7,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202012101727406_FR1_PX_W100N19_0907_01788', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2020-12-11T07:52:32Z', 'processingDate': '2020-12-10T19:52:45.275Z', 'parentIdentifier': 'DS_PHR1A_202012101727406_FR1_PX_W100N19_0907_01788', 'azimuthAngle': 180.0203679798139, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '13db6f1a-1142-4303-b125-a4b095715b25', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'DS_PHR1A_202012101727406_FR1_PX_W100N19_0907_01788', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [-99.28830471259401, 19.288299473200336], 'processorName': 'MMCAT', 'workspaceName': 'public', 'correlationId': 'mmcat_2e138076-434b-45a0-81b6-8b8ea12d2bad', 'publicationDate': '2020-12-10T20:02:42.182836154Z', 'productType': 'mono', 'illuminationElevationAngle': 45.10335865873452, 'expirationDate': '2021-12-10T20:02:42.182842545Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': -17.84097871324869, 'illuminationAzimuthAngle': 159.1943634748948, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -2.732634243152543, 'incidenceAngle': 18.02353102456726, 'archiveIdentifier': 'DS_PHR1A_202012101727406_FR1_PX_W100N19_0907_01788', 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",7658fb24-00ca-4449-a4ee-d314f4f369b7,airbus,2020-12-10 17:27:40.680000+00:00,,,17.860901,0.5,HOURS,14,"POLYGON ((-99.39301186 19.19827889, -99.30966934 19.19773763, -99.1855911 19.19459441, -99.18531128 19.20443278, -99.18518062 19.22290799, -99.18427597 19.25053184, -99.18353774 19.28739361, -99.18367323 19.37969183, -99.27070692 19.38135459, -99.39296122 19.38198056, -99.39307168 19.34481174, -99.39280893 19.31732528, -99.39299577 19.28989402, -99.39267543 19.28069355, -99.39255587 19.27151925, -99.39301186 19.19827889))",447.69098862542967
15,1eab3d85-3861-4174-aa33-05ad3f9f21e7,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202011021720200_FR1_PX_W100N19_0909_01578', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2020-11-03T07:11:36Z', 'processingDate': '2020-11-02T19:27:35.954Z', 'parentIdentifier': 'DS_PHR1A_202011021720200_FR1_PX_W100N19_0909_01578', 'azimuthAngle': 179.9976352837532, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '72e252db-6ca6-41a9-8d62-115bb53f4dcd', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'DS_PHR1A_202011021720200_FR1_PX_W100N19_0909_01578', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [-99.32079973672414, 19.36990604715053], 'processorName': 'MMCAT', 'workspaceName': 'public', 'correlationId': 'mmcat_b07a4fff-6f26-4ee6-a5b3-ab8d5cd318dd', 'publicationDate': '2020-11-02T19:38:39.857564381Z', 'productType': 'mono', 'illuminationElevationAngle': 52.58562231928219, 'expirationDate': '2021-11-02T19:38:39.857570502Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': -0.6819108406311736, 'illuminationAzimuthAngle': 155.3700768800401, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 1.124317184571536, 'incidenceAngle': 1.314858489045137, 'archiveIdentifier': 'DS_PHR1A_202011021720200_FR1_PX_W100N19_0909_01578', 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",1eab3d85-3861-4174-aa33-05ad3f9f21e7,airbus,2020-11-02 17:20:20.056000+00:00,,,0.153384,0.5,HOURS,15,"POLYGON ((-99.41518221 19.29197281, -99.37432961 19.29240781, -99.22646206 19.29201884, -99.22635873 19.44721905, -99.29523747 19.44781541, -99.41524074 19.44700988, -99.41518221 19.29197281))",340.8594053666553
16,d1946939-26c4-4372-8494-eb0c589206b6,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202104071719543_FR1_PX_W099N19_0102_06262', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-04-08T22:23:55Z', 'processingDate': '2021-04-08T20:52:53.354', 'parentIdentifier': 'DS_PHR1A_202104071719543_FR1_PX_W099N19_0102_06262', 'azimuthAngle': 180.0148603952499, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '6445a526-29a0-4495-a12b-45ccc8f1c760', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': [-98.97265344160037, 19.04849106624279], 'processorName': 'DRS-MM V2.9vV2.9', 'workspaceName': 'public', 'correlationId': 'd877ae77-4c41-4d4d-8405-fedc094fb9e5', 'publicationDate': '2021-04-07T20:06:53.207575696Z', 'productType': 'bundle', 'illuminationElevationAngle': 67.47468257685907, 'expirationDate': '2031-04-05T20:05:25.683651151Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': -7.278738903854049, 'illuminationAzimuthAngle': 119.0539888344262, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 16.31643658141254, 'incidenceAngle': 17.71262598328484, 'archiveIdentifier': 'DS_PHR1A_202104071719543_FR1_PX_W099N19_0102_06262', 'processingCenter': 'FCMUGC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",d1946939-26c4-4372-8494-eb0c589206b6,airbus,2021-04-07 17:19:54.306000+00:00,,,0.44818553539483774,0.5,MINUTES,16,"POLYGON ((-99.07235168 19.38155973, -99.07131309 18.70790209, -98.87295521 18.71254307, -98.87378259 19.38949313, -99.07235168 19.38155973))",1561.6587537343412
17,adfc1fb7-08e0-43d9-8b84-1284bcd81fb5,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202011021719494_FR1_PX_W099N19_0107_02106', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2020-11-03T07:12:03Z', 'processingDate': '2020-11-02T19:27:14.017Z', 'parentIdentifier': 'DS_PHR1A_202011021719494_FR1_PX_W099N19_0107_02106', 'azimuthAngle': 180.0010673418214, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '49c7ceef-f772-4dd7-ad61-3cf516eaec70', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'DS_PHR1A_202011021719494_FR1_PX_W099N19_0107_02106', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [-98.97282681398738, 19.26857047757917], 'processorName': 'MMCAT', 'workspaceName': 'public', 'correlationId': 'mmcat_768a5fde-e4bf-4e07-b4d5-73080a3f05df', 'publicationDate': '2020-11-02T19:31:17.777791348Z', 'productType': 'mono', 'illuminationElevationAngle': 52.71247253811374, 'expirationDate': '2021-11-02T19:31:17.77779614Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': 0.03656581277763511, 'illuminationAzimuthAngle': 155.4596084489298, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -17.78403295442318, 'incidenceAngle': 17.78406593743021, 'archiveIdentifier': 'DS_PHR1A_202011021719494_FR1_PX_W099N19_0107_02106', 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",adfc1fb7-08e0-43d9-8b84-1284bcd81fb5,airbus,2020-11-02 17:19:49.430000+00:00,,,0.103729,0.5,HOURS,17,"POLYGON ((-99.07119825 19.15600331, -99.05715352 19.15614061, -99.03817696 19.15610426, -99.02854805 19.15628675, -98.99952914 19.15641793, -98.97036274 19.1559478, -98.94123648 19.1564033, -98.93153654 19.1562773, -98.87425947 19.15437091, -98.87425217 19.38216113, -98.90736683 19.38277027, -99.07140146 19.38196645, -99.07119825 19.15600331))",519.1875536532585
18,a013203c-1f73-4be4-9f82-f8a447e92da4,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202012251712540_FR1_PX_W100N19_1215_01804', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2020-12-26T10:33:04Z', 'processingDate': '2020-12-25T19:32:59.130Z', 'parentIdentifier': 'DS_PHR1B_202012251712540_FR1_PX_W100N19_1215_01804', 'azimuthAngle': 179.9665328272712, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'aff6511e-b789-4a13-88d6-7d6f5a3e154a', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'DS_PHR1B_202012251712540_FR1_PX_W100N19_1215_01804', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [-99.0055950603319, 19.61728124723789], 'processorName': 'MMCAT', 'workspaceName': 'public', 'correlationId': 'mmcat_6dbb5d04-7291-405e-81ba-b69c265bf034', 'publicationDate': '2020-12-25T19:47:48.987580162Z', 'productType': 'mono', 'illuminationElevationAngle': 42.45123418365035, 'expirationDate': '2021-12-25T19:47:48.987584695Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': 12.95180917153223, 'illuminationAzimuthAngle': 153.39090580141, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 9.460770052393771, 'incidenceAngle': 15.8549592219678, 'archiveIdentifier': 'DS_PHR1B_202012251712540_FR1_PX_W100N19_1215_01804', 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",a013203c-1f73-4be4-9f82-f8a447e92da4,airbus,2020-12-25 17:12:54.055000+00:00,,,0.277785,0.5,HOURS,18,"POLYGON ((-99.10585309 19.52681264, -99.04245253 19.52548195, -98.90533863 19.52062539, -98.90487203 19.70639084, -98.99787255 19.71062577, -99.10631809 19.71391985, -99.10622772 19.62850719, -99.10551714 19.60034306, -99.10564419 19.55429453, -99.10585309 19.52681264))",435.0042257185596
19,56ae75c0-4c44-47af-b045-490378c15c5a,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202008101716343_FR1_PX_W100N19_1116_01769', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2020-08-12T19:49:09Z', 'processingDate': '2020-08-12T14:22:25.940Z', 'parentIdentifier': 'DS_PHR1B_202008101716343_FR1_PX_W100N19_1116_01769', 'azimuthAngle': 179.9693155180314, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '57919e5d-fbd3-4b6f-96aa-dfce9905c639', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'DS_PHR1B_202008101716343_FR1_PX_W100N19_1116_01769', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [-99.12908499961202, 19.641040405227415], 'processorName': 'MMCAT', 'workspaceName': 'public', 'correlationId': 'mmcat_1088fd4e-9f2e-45a0-834c-d4a7206eefa9', 'publicationDate': '2020-08-12T14:46:24.042598658Z', 'productType': 'mono', 'illuminationElevationAngle': 69.12497911236534, 'expirationDate': '2021-08-12T14:46:24.042605071Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': 5.827560387857686, 'illuminationAzimuthAngle': 98.34445689898494, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 10.42936008583924, 'incidenceAngle': 11.88539627473161, 'archiveIdentifier': 'DS_PHR1B_202008101716343_FR1_PX_W100N19_1116_01769', 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",56ae75c0-4c44-47af-b045-490378c15c5a,airbus,2020-08-10 17:16:34.306000+00:00,,,31.521739,0.5,HOURS,19,"POLYGON ((-99.22587722 19.55172096, -99.21203213 19.55170487, -99.09784584 19.5502404, -99.03224346 19.54869134, -99.03199957 19.72940327, -99.09304134 19.73114311, -99.22611122 19.73295452, -99.22587722 19.55172096))",407.36815379166944
20,0f4a8e24-b908-47ea-aed6-9e0603a37a7b,phr,phr,oneatlas,"{'commercialReference': 'SO22007695', 'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202202201714595_FR1_PX_W100N19_0811_01800', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-02-21T22:06:00.553317958Z', 'processingDate': '2022-02-21T20:57:30.812', 'parentIdentifier': 'DS_PHR1A_202202201715365_FR1_PX_W100N19_0811_01804', 'azimuthAngle': 179.9509004242663, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'c2cfd8cc-6333-4629-b138-fc6ea15ef998', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'IN_CLOUD', 'customerReference': 'C301000', 'geometryCentroid': [-99.3396664737504, 19.45267324819668], 'processorName': 'DRS-MM V2.9vV2.9', 'workspaceName': 'public', 'correlationId': 'e304b85b-71ad-4ca7-809a-810ac9726734', 'publicationDate': '2022-02-21T22:06:00.553317958Z', 'productType': 'bundle', 'illuminationElevationAngle': 51.73194333652454, 'expirationDate': '2023-02-21T22:06:00.553323106Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': 11.92204646460841, 'illuminationAzimuthAngle': 139.8037919109037, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -10.60650673147579, 'incidenceAngle': 15.75985217488314, 'archiveIdentifier': 'DS_PHR1A_202202201715365_FR1_PX_W100N19_0811_01804', 'processingCenter': 'FCMUGC', 'organisationName': 'AIRBUS DS GEO'}",0f4a8e24-b908-47ea-aed6-9e0603a37a7b,airbus,2022-02-20 17:15:36.555000+00:00,,,8.44,0.5,MINUTES,20,"POLYGON ((-99.43895433 19.54380467, -99.43863588 19.35629176, -99.24037861 19.36295293, -99.24042752 19.54903888, -99.43895433 19.54380467))",430.77985401846405
21,171f33f4-c985-4ee9-8433-825a7e0d5b3d,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202201251715566_FR1_PX_W099N19_0213_03374', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-02-09T10:16:05Z', 'processingDate': '2022-01-26T01:30:56.879Z', 'parentIdentifier': 'DS_PHR1A_202201251715566_FR1_PX_W099N19_0213_03374', 'azimuthAngle': 179.9907978040207, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '952d7a45-1778-4792-a0f3-cbde0a088dbd', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [-98.83765667506749, 19.532998135730786], 'processorName': 'MMCAT', 'workspaceName': 'public', 'correlationId': 'mmcat_476018068fe7ff8e3d3c21e84b296b9e', 'publicationDate': '2022-01-26T01:45:53.467422278Z', 'productType': 'mono', 'illuminationElevationAngle': 45.50210967012489, 'expirationDate': '2032-02-07T10:10:26.228744578Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': 7.052925301293671, 'illuminationAzimuthAngle': 147.9022707570003, 'incidenceAngleAlongTrack': -11.37674927255041, 'incidenceAngle': 13.29009065368623, 'archiveIdentifier': 'DS_PHR1A_202201251715566_FR1_PX_W099N19_0213_03374', 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",171f33f4-c985-4ee9-8433-825a7e0d5b3d,airbus,2022-01-25 17:15:56.680000+00:00,,,32.612288858908656,0.5,HOURS,21,"POLYGON ((-98.93512693 19.35594826, -98.92108163 19.35668417, -98.77748949 19.36129362, -98.73957757 19.3630134, -98.7395577 19.41908934, -98.74043707 19.51835487, -98.74021416 19.71012454, -98.79208157 19.70958031, -98.93575565 19.70605536, -98.93512693 19.35594826))",791.9334277585519
22,1ad4e8af-201a-4358-aa57-367dcae8cc4c,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202201241723289_FR1_PX_W099N19_0306_03355', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-02-08T07:04:13Z', 'processingDate': '2022-01-24T20:09:48.350Z', 'parentIdentifier': 'DS_PHR1B_202201241723289_FR1_PX_W099N19_0306_03355', 'azimuthAngle': 180.0056437087303, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '1761ab2d-57fa-478f-851d-a5f2162937a5', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [-98.81516350296563, 19.20785075539703], 'processorName': 'MMCAT', 'workspaceName': 'public', 'correlationId': 'mmcat_64e7d6aacd855c50bc4f802889665cdd', 'publicationDate': '2022-01-24T20:27:06.24326623Z', 'productType': 'mono', 'illuminationElevationAngle': 46.57119033532775, 'expirationDate': '2032-02-06T07:03:02.015582876Z', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'incidenceAngleAcrossTrack': -12.04232827857457, 'illuminationAzimuthAngle': 150.349553513285, 'incidenceAngleAlongTrack': -10.85313964181148, 'incidenceAngle': 16.00400950005626, 'archiveIdentifier': 'DS_PHR1B_202201241723289_FR1_PX_W099N19_0306_03355', 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",1ad4e8af-201a-4358-aa57-367dcae8cc4c,airbus,2022-01-24 17:23:28.930000+00:00,,,25.9,0.5,HOURS,22,"POLYGON ((-98.91471072 19.03689049, -98.87189061 19.03584384, -98.71542505 19.0290376, -98.71545297 19.04666688, -98.71517598 19.09307377, -98.71562507 19.17717203, -98.71593325 19.18671215, -98.71563602 19.19577457, -98.71563477 19.21435083, -98.71612248 19.25185503, -98.71606383 19.27035019, -98.71637548 19.28912808, -98.71651458 19.34478995, -98.71679289 19.35426504, -98.71766885 19.37346644, -98.717737 19.38276379, -98.73198229 19.38336525, -98.74135096 19.3835777, -98.76939837 19.38375752, -98.91429268 19.38673937, -98.91446617 19.35114055, -98.91405133 19.3231232, -98.91404329 19.20315975, -98.91489728 19.16691761, -98.91492532 19.12989059, -98.91515103 19.10228699, -98.91471072 19.03689049))",812.4015910704874
