image_id,id,constellation,collection,providerName,providerProperties,sceneId,producer,acquisitionDate,start_datetime,end_datetime,cloudCoverage,resolution,deliveryTime,cost,image_id,area,local_image_id,incidence_angle,geometry
29,34114598-b82c-4a4c-a5e4-a9a5031e2961,pneo,pneo,oneatlas,"{'commercialReference': '000036120', 'qualified': False, 'lastUpdateDate': '2022-08-12T03:52:52Z', 'processingDate': '2022-08-12T03:31:01.789Z', 'azimuthAngle': 353.3839108549067, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'a57088a1-d2c3-47a1-8e17-9714df984695', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_00734200635352', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_21', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.84879701496926, 'lon': 2.1372548036419245}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.6', 'correlationId': 'PWOI_000036120_1_1_I_1', 'publicationDate': '2022-08-12T03:47:00.54085511Z', 'illuminationElevationAngle': 29.178480581639093, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-08-12T03:52:52Z', 'incidenceAngleAcrossTrack': -0.0549500492177501, 'illuminationAzimuthAngle': 169.3276646750263, 'format': 'SAFIR', 'internalLine': '1_1', 'incidenceAngleAlongTrack': -0.2832067914381065, 'internalReference': 'SAL22030215', 'incidenceAngle': 0.2884781268289675, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",34114598-b82c-4a4c-a5e4-a9a5031e2961,airbus,2021-10-24 10:57:48.241000+00:00,,,0.0,0.3,MINUTES,799110,29,444.26751412935613,91,0.2884781268289675,"POLYGON ((2.04095991 48.99040101, 2.04154037 48.70737447, 2.23301936 48.70695159, 2.23354969 48.99083048, 2.04095991 48.99040101))"
30,23768ff7-6850-49ab-8c4d-f69888f70985,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-01-06T15:47:02Z', 'processingDate': '2021-12-23T12:54:05.827Z', 'azimuthAngle': 179.81123630398727, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'b9b2ca00-2810-4b4a-a75c-26d3c1c77658', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_00926801095088', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.3381562152899775, 48.869847259200355], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_be4b9fe437c182b87959529018e05b59', 'publicationDate': '2021-12-23T15:25:33.364076304Z', 'illuminationElevationAngle': 16.932664495895565, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-01-04T15:46:58.190949306Z', 'incidenceAngleAcrossTrack': -9.945249642040473, 'illuminationAzimuthAngle': 168.79849413363095, 'incidenceAngleAlongTrack': 5.550444646209406, 'incidenceAngle': 11.270948565168888, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",23768ff7-6850-49ab-8c4d-f69888f70985,airbus,2021-12-23 11:01:41.740000+00:00,,,99.0,0.3,HOURS,385200,30,214.42607648222594,275,11.270948565168888,"POLYGON ((2.23895158 48.9346977, 2.23897565 48.80679875, 2.23896646 48.80600667, 2.23897726 48.80250319, 2.43734365 48.80436633, 2.43735783 48.80789627, 2.43736085 48.80868979, 2.43729231 48.937166629999986, 2.23895158 48.9346977))"
31,6556e9df-f798-4a1f-a72c-5332e7200248,phr,phr,oneatlas,"{'commercialReference': 'SO22042160', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202208111058439_FR1_PX_E002N49_0101_01196', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-08-12T05:06:33.268238129Z', 'processingDate': '2022-08-12T03:57:50.169', 'parentIdentifier': 'DS_PHR1B_202208111059209_FR1_PX_E002N49_0101_01200', 'azimuthAngle': 180.0226539504293, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '81ecd15e-ea2e-4b9d-bd39-19d21bcdb127', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.035757467311726, 'lon': 2.0581471725965685}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '2d04a733-cb31-407f-bb06-e1d54caab209', 'publicationDate': '2022-08-12T05:06:33.268238129Z', 'illuminationElevationAngle': 54.31447193137818, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-08-12T05:06:33.268250228Z', 'incidenceAngleAcrossTrack': 2.431884752986482, 'illuminationAzimuthAngle': 155.5422217757929, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -0.4085640141791573, 'incidenceAngle': 2.46588471052107, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202208111059209_FR1_PX_E002N49_0101_01200', 'organisationName': 'AIRBUS DS GEO'}",6556e9df-f798-4a1f-a72c-5332e7200248,airbus,2022-08-11 10:59:20.931000+00:00,,,0.0,0.5,MINUTES,99210,31,262.81268681273104,89,2.46588471052107,"POLYGON ((1.9206996 49.09455539999998, 1.92099288 48.97676117, 2.19520283 48.97691412000001, 2.19559474 49.094555589999985, 1.9206996 49.09455539999998))"
32,3de5623e-de03-48df-b136-a22d18b32d91,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202206201058309_FR1_PX_E002N49_0802_01712', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-07-04T18:17:28.357901365Z', 'processingDate': '2022-06-20T15:47:26.406Z', 'parentIdentifier': 'DS_PHR1B_202206201058309_FR1_PX_E002N49_0802_01712', 'azimuthAngle': 180.0026819111295, 'title': '', 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '628fba99-4414-4494-af9b-4e83ecfdb0c1', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 49.04136825622053, 'lon': 2.598535087829791}, 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': '31617231-1dc1-408f-852e-a89c1eb86f5e', 'publicationDate': '2022-07-04T18:17:28.357901365Z', 'illuminationElevationAngle': 62.50430104597707, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2032-07-01T16:17:06.356964566Z', 'incidenceAngleAcrossTrack': 3.321706950507723, 'illuminationAzimuthAngle': 152.811326446184, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -14.78808300051949, 'incidenceAngle': 15.12526510607571, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202206201058309_FR1_PX_E002N49_0802_01712', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",3de5623e-de03-48df-b136-a22d18b32d91,airbus,2022-06-20 10:58:30.931000+00:00,,,99.31250965392479,0.5,HOURS,156220,32,417.90981480456463,150,15.12526510607571,"POLYGON ((2.45709785 48.94914744, 2.57407149 48.95126207, 2.74001081 48.95231888999999, 2.74053912 49.13352878, 2.6511661 49.1333422, 2.45653105 49.13068456, 2.45709785 48.94914744))"
33,4ec51d2f-bb09-49ac-ab0e-98f5a609be5a,pneo,pneo,oneatlas,"{'commercialReference': '000031985', 'qualified': False, 'lastUpdateDate': '2022-07-29T08:34:44Z', 'processingDate': '2022-07-21T14:23:12.487Z', 'azimuthAngle': 216.7560368868799, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'b9846169-3331-4cc3-98f1-d1d5218217fb', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO4_01634202949148', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_Worldcities_7', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.94362664130969, 'lon': 2.2485270967872326}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.2.4', 'correlationId': 'PWOI_000031985_1_2_I_1', 'publicationDate': '2022-07-21T14:25:50.586881926Z', 'illuminationElevationAngle': 62.09961991240908, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-07-29T08:34:44Z', 'incidenceAngleAcrossTrack': -1.115878278248789, 'illuminationAzimuthAngle': 151.59146616747114, 'format': 'SAFIR', 'internalLine': '1_2', 'incidenceAngleAlongTrack': 1.6828729238404754, 'internalReference': 'SAL22026441', 'incidenceAngle': 2.018615328897959, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",4ec51d2f-bb09-49ac-ab0e-98f5a609be5a,airbus,2022-06-28 10:57:51.285000+00:00,,,1.401289820083285,0.3,MINUTES,89658,33,49.848284522733984,131,2.018615328897959,"POLYGON ((2.15225255 48.95941961, 2.15231737 48.92765656, 2.34475405 48.92770009, 2.34480164 48.95951303, 2.15225255 48.95941961))"
34,7f84caae-41f0-42db-9032-8d39d41f4e82,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-06-21T16:27:41Z', 'processingDate': '2022-06-07T16:12:01.549Z', 'azimuthAngle': 180.26816275086105, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '4d8ee8cd-5013-47ff-80fb-db3436e0aff9', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_01603102682138', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.83783547647294, 'lon': 2.3192958734135387}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'fa2b9585-215a-4f38-9710-22c67f3a56b5', 'publicationDate': '2022-06-07T16:17:15.932126427Z', 'illuminationElevationAngle': 61.56419171977748, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-06-18T16:27:03.845551814Z', 'incidenceAngleAcrossTrack': 6.7715268152931625, 'illuminationAzimuthAngle': 152.53430052902118, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -5.638125522312351, 'incidenceAngle': 8.696873610730332, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",7f84caae-41f0-42db-9032-8d39d41f4e82,airbus,2022-06-07 10:53:57.113000+00:00,,,70.0,0.3,HOURS,376200,34,209.55624622487224,181,8.696873610730332,"POLYGON ((2.2214649 48.902914, 2.22205402 48.77563238, 2.22205691 48.77484531000001, 2.22208953 48.77135587, 2.41673713 48.772781569999985, 2.41673771 48.77627365, 2.41673546 48.77705728, 2.41712685 48.90429111, 2.2214649 48.902914))"
35,7fce2f8d-95ce-454d-b9bc-44ffc3de52b1,phr,phr,oneatlas,"{'commercialReference': 'SO22056246', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202209251102384_FR1_PX_E002N48_0521_01028', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-09-26T21:12:28.815639148Z', 'processingDate': '2022-09-26T20:05:17.717', 'parentIdentifier': 'DS_PHR1B_202209251103154_FR1_PX_E002N48_0521_01032', 'azimuthAngle': 180.0476324630415, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '19b5c690-6589-49f7-a613-2bfe02351146', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.857898288169864, 'lon': 2.3468534468892046}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': 'a2b46e4b-f333-4774-ba94-95dbdceb45e4', 'publicationDate': '2022-09-26T21:12:28.815639148Z', 'illuminationElevationAngle': 39.66916771927092, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-09-26T21:12:28.815652764Z', 'incidenceAngleAcrossTrack': -8.993206202044103, 'illuminationAzimuthAngle': 167.2045452786085, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 10.93278819020052, 'incidenceAngle': 14.02104459169362, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202209251103154_FR1_PX_E002N48_0521_01032', 'organisationName': 'AIRBUS DS GEO'}",7fce2f8d-95ce-454d-b9bc-44ffc3de52b1,airbus,2022-09-25 11:03:15.431000+00:00,,,0.2,0.5,MINUTES,244610,35,244.79212170117893,50,14.02104459169362,"POLYGON ((2.4890778 48.91343899, 2.20489256 48.90767427, 2.20462909 48.80222385, 2.48885221 48.80777984, 2.4890778 48.91343899))"
36,bd0fbcbe-e2d5-46b5-b6d4-c94807533537,pneo,pneo,oneatlas,"{'commercialReference': '000017354', 'qualified': False, 'lastUpdateDate': '2022-06-27T17:05:53Z', 'processingDate': '2022-04-18T22:29:00.593Z', 'azimuthAngle': 299.33723294221994, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '53357845-317f-4816-a1d4-511ea326f0c6', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': 'ACQ_PNEO3_01134201488645', 'sensorType': 'OPTICAL', 'customerReference': 'BP_PNEO_BO_OA_LL_EUcities_1', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.869471927318564, 'lon': 2.3382581608488726}, 'workspaceName': 'public-pneo', 'processorName': 'SPICYv1.1.12', 'correlationId': 'PWOI_000017354_5_1_I_1', 'publicationDate': '2022-04-18T22:36:57.789366562Z', 'illuminationElevationAngle': 23.160910450816043, 'productType': 'bundle', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2023-06-27T17:05:53Z', 'incidenceAngleAcrossTrack': -1.389566409107085, 'illuminationAzimuthAngle': 162.58329153433783, 'format': 'SAFIR', 'internalLine': '5_1', 'incidenceAngleAlongTrack': -0.5907238000118089, 'internalReference': 'SAL22013962', 'incidenceAngle': 1.509575686125984, 'processingCenter': '', 'organisationName': '', 'contractId': 'CTR22000671'}",bd0fbcbe-e2d5-46b5-b6d4-c94807533537,airbus,2022-02-05 10:57:49.109000+00:00,,,0.0,0.3,MINUTES,369216,36,205.27466969670712,232,1.509575686125984,"POLYGON ((2.24201897 48.93480075, 2.24225173 48.80416806, 2.43429583 48.80390844, 2.43449735 48.935012579999984, 2.24201897 48.93480075))"
37,006728c5-b427-4ec2-a572-cf8a585277b9,phr,phr,oneatlas,"{'commercialReference': 'SO22032704', 'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202206211051466_FR1_PX_E002N49_0802_01689', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-06-22T04:36:54.191122691Z', 'processingDate': '2022-06-22T03:33:18.156', 'parentIdentifier': 'DS_PHR1A_202206211052236_FR1_PX_E002N49_0802_01693', 'azimuthAngle': 180.0143880819444, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '3e47c655-0d0f-442d-83d7-f8e1f85882da', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 49.04202450291403, 'lon': 2.5996165252434604}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': 'cefe16df-e254-415b-bbd7-d5d4bf3e03e0', 'publicationDate': '2022-06-22T04:36:54.191122691Z', 'illuminationElevationAngle': 62.01127895128667, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-06-22T04:36:54.191126963Z', 'incidenceAngleAcrossTrack': 6.692045507846697, 'illuminationAzimuthAngle': 149.9405108413952, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 16.98806418750715, 'incidenceAngle': 18.12118382567677, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1A_202206211052236_FR1_PX_E002N49_0802_01693', 'organisationName': 'AIRBUS DS GEO'}",006728c5-b427-4ec2-a572-cf8a585277b9,airbus,2022-06-21 10:52:23.681000+00:00,,,10.49,0.5,MINUTES,156690,37,430.3156014390769,174,18.12118382567677,"POLYGON ((2.45469423 49.13701143, 2.45553271 48.95352637, 2.74362579 48.94697714, 2.74453882 49.12979338999999, 2.45469423 49.13701143))"
38,2ed6fcac-af52-4591-9004-fac383e505c1,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-06-13T13:55:59Z', 'processingDate': '2022-05-30T11:20:07.465Z', 'azimuthAngle': 180.0674278494711, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '879cc567-042b-47c0-a800-1a87fbf70e95', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_01610502587410', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.837827227972205, 'lon': 2.4851078547590553}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '4bbc08eb-8ee7-4733-8526-eaa3f0623dce', 'publicationDate': '2022-05-30T18:13:23.98811238Z', 'illuminationElevationAngle': 60.38960656301563, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-06-10T11:27:04.16823717Z', 'incidenceAngleAcrossTrack': 14.239278306261525, 'illuminationAzimuthAngle': 152.33714205445648, 'format': 'image/tiff', 'incidenceAngleAlongTrack': -12.44308486004483, 'incidenceAngle': 18.20186252519941, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",2ed6fcac-af52-4591-9004-fac383e505c1,airbus,2022-05-30 10:50:03.373000+00:00,,,31.0,0.3,HOURS,415800,38,231.8077526832981,197,18.20186252519941,"POLYGON ((2.38132803 48.903052229999986, 2.38193738 48.76879321, 2.3819487 48.76796526, 2.38196529 48.7657504, 2.58846769 48.77288207, 2.58846818 48.77509233, 2.58846891 48.77592184, 2.58888768 48.90988003, 2.38132803 48.903052229999986))"
39,a714973f-d748-459c-8386-5b8f93de5b3c,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202108121059384_FR1_PX_E002N48_0216_01787', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-08-12T13:18:24Z', 'processingDate': '2021-08-12T13:02:25.291Z', 'parentIdentifier': 'DS_PHR1B_202108121059384_FR1_PX_E002N48_0216_01787', 'azimuthAngle': 179.9462857142751, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '2b35283d-c246-4c46-b91e-ecb3b70c2df8', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.1260052621272703, 48.659755064820004], 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'mmcat_bf3f1bf7-f7bc-472e-aeec-a90e04ba9740', 'publicationDate': '2021-08-12T13:10:26.532074248Z', 'illuminationElevationAngle': 54.33306881900261, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2031-08-10T13:17:39.954543178Z', 'incidenceAngleAcrossTrack': 3.853166632308402, 'illuminationAzimuthAngle': 155.6965775646192, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -10.56043779507464, 'incidenceAngle': 11.21202883712754, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202108121059384_FR1_PX_E002N48_0216_01787', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",a714973f-d748-459c-8386-5b8f93de5b3c,airbus,2021-08-12 10:59:38.430000+00:00,,,52.7,0.5,HOURS,232820,39,417.6045221351628,314,11.21202883712754,"POLYGON ((1.9877404 48.56665328, 2.10216206 48.56841664, 2.26449935 48.56913228, 2.26497988 48.75266795, 2.2451959 48.75280425, 2.1364102 48.75249336, 1.98703064 48.750567729999986, 1.9877404 48.56665328))"
40,e4f94fe8-99c3-42dc-9fd0-dbe18c44e98d,phr,phr,oneatlas,"{'commercialReference': 'SO22062065', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202211021109321_FR1_PX_E002N48_0524_01574', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2022-11-03T07:08:23.486186205Z', 'processingDate': '2022-11-03T05:58:19.817', 'parentIdentifier': 'DS_PHR1B_202211021110091_FR1_PX_E002N48_0524_01578', 'azimuthAngle': 180.0264591883332, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '5d5cd7b3-1e2d-40b3-8cd2-5a0f6d950a57', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': '', 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': {'lat': 48.99478677797164, 'lon': 2.3719358297189093}, 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '5a90fb24-9eb6-40da-acad-caf8f3b31a07', 'publicationDate': '2022-11-03T07:08:23.486186205Z', 'illuminationElevationAngle': 26.15878842802216, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2023-11-03T07:08:23.48619784Z', 'incidenceAngleAcrossTrack': -14.23093004408695, 'illuminationAzimuthAngle': 173.5218323413881, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -13.44013163093438, 'incidenceAngle': 19.21168833638671, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202211021110091_FR1_PX_E002N48_0524_01578', 'organisationName': 'AIRBUS DS GEO'}",e4f94fe8-99c3-42dc-9fd0-dbe18c44e98d,airbus,2022-11-02 11:10:09.181000+00:00,,,8.98,0.5,MINUTES,326600,40,407.1756427987427,31,19.21168833638671,"POLYGON ((2.22332689 49.0844003, 2.22316442 48.91682894999999, 2.52070724 48.90508956, 2.52045512 49.07406113, 2.22332689 49.0844003))"
41,4e66b380-2371-4f61-9338-c1459e9e48bb,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-08-13T12:32:36Z', 'processingDate': '2021-08-13T12:25:01.462Z', 'azimuthAngle': 178.37974344174094, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'ce870583-83a7-44da-8669-2d8d4c933bed', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00504600181758', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.3460391603899455, 48.85753241267872], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_a6445e88-d401-4d08-949a-54ff915a3018', 'publicationDate': '2021-08-13T12:27:31.524250554Z', 'illuminationElevationAngle': 55.41558383618039, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-08-11T12:32:28.383764989Z', 'incidenceAngleAcrossTrack': -23.518116730269867, 'illuminationAzimuthAngle': 161.30491560845496, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -21.677374933433068, 'incidenceAngle': 28.945989049467514, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",4e66b380-2371-4f61-9338-c1459e9e48bb,airbus,2021-08-13 11:12:15.635000+00:00,,,10.1,0.3,HOURS,455400,41,253.90788535473393,313,28.945989049467514,"POLYGON ((2.23023079 48.93432424, 2.22909416 48.80207952, 2.46298416 48.7807009, 2.46268296 48.91526886, 2.23023079 48.93432424))"
42,433f488a-13d2-4afa-bc65-277cae26518a,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-11-16T13:43:05.402221677Z', 'processingDate': '2022-10-20T11:29:01.659Z', 'azimuthAngle': 180.24036653001937, 'title': '', 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'cce03ea7-8511-4f44-8e51-fafa7b74c3b0', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_02110504477372', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': {'lat': 48.86774178335868, 'lon': 2.331029550778143}, 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': '60893bc2-9c8c-4588-8e42-5998897a6ebb', 'publicationDate': '2022-11-16T13:43:05.402221677Z', 'illuminationElevationAngle': 30.46538707304642, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-11-13T13:32:06.368892655Z', 'incidenceAngleAcrossTrack': 11.435409319577182, 'illuminationAzimuthAngle': 167.04594996890984, 'format': 'image/tiff', 'incidenceAngleAlongTrack': 2.6604928204146896, 'incidenceAngle': 11.7149111041409, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",433f488a-13d2-4afa-bc65-277cae26518a,airbus,2022-10-20 10:50:24.248000+00:00,,,100.0,0.3,HOURS,381600,42,212.93038340214102,21,11.7149111041409,"POLYGON ((2.23094267 48.93373383, 2.23178063 48.80556756, 2.23179029 48.80477468, 2.23181472 48.80266275, 2.43062496 48.80172116, 2.43062633 48.80382468, 2.43062758 48.80461419, 2.43111643 48.93229605, 2.23094267 48.93373383))"
